University,latitude,longitude,Foundedin,incomegroup,Number of Student
"Faculty Of Communication, Technology And Tourism Of Olinda",-7.9994928,-34.8396673,1999.0,Upper middle income,25071
Faculty Of Computer Science Of Cuiab��,-15.5885145,-56.1059465,1992.0,Upper middle income,27619
Faculty Of Dentistry Of Manaus,-3.1370715,-60.0210321,2000.0,Upper middle income,19971
Faculty Of Dentistry Of Recife,-8.0490789,-34.8797836,2002.0,Upper middle income,22113
Faculty Of Design And Graphic Communication,43.657545,-79.3786079,1980.0,Upper middle income,33990
Faculty Of Design Of Tatu��,-23.3398011,-47.8521563,1985.0,Upper middle income,31545
Faculty Of Discovery,43.660131,-79.3959928,2002.0,Upper middle income,22113
Faculty Of East Center,-20.202783,-40.220204,2000.0,Upper middle income,25066
Faculty Of Economics Of The Mining Triangle,-19.7544104,-47.9632908,1966.0,Upper middle income,35562
Faculty Of Education - Isecub,-20.3156296,-40.3189722,2001.0,Upper middle income,22113
Faculty Of Education And Culture Of Ceara,-3.7533643,-38.5252657,2001.0,Upper middle income,22113
Faculty Of Education And Social Studies Of Uberl��Ndia,-18.918473,-48.2581763,2002.0,Upper middle income,22113
Faculty Of Education In Health Sciences,43.6608005,-79.3935009,2014.0,Upper middle income,13862
Faculty Of Education Of Bom Despacho,-19.7541882,-45.2658647,2001.0,Upper middle income,22113
Faculty Of Education Of Colorado Do Oeste,-13.1173705,-60.529476,1998.0,Upper middle income,25076
Faculty Of Education Of Itabora��,-22.755973,-42.8538957,1974.0,Upper middle income,29320
Faculty Of Education Of Jaru,-10.4372491,-62.4511337,2001.0,Upper middle income,22113
Faculty Of Education Of Minas Gerais,-19.870682,-43.9677359,2009.0,Upper middle income,18482
Faculty Of Education Of Serra,-20.2155927,-40.2443123,1999.0,Upper middle income,25071
"Faculty Of Education, Administration And Technology Of Ibaiti",-23.830189,-50.2035188,2000.0,Upper middle income,25066
"Faculty Of Education, Sciences And Letters Of Paraiso Do Tocantins",-10.1649243,-48.8829699,1993.0,Upper middle income,45634
Faculty Of Educational Sciences And Arts /Unrwa,31.9089796,35.8947587,1993.0,Upper middle income,9191
Faculty Of Educational Sciences And Business Of Natal,-5.7848653,-35.2065394,2000.0,Upper middle income,25066
Faculty Of Educational Sciences And Integrated Systems,-23.263686,-51.0531858,2005.0,Upper middle income,22114
Faculty Of Engineering And Surveying Of Pirassununga,-22.019243,-47.426321,1972.0,Upper middle income,34492
Faculty Of Engineering Of Minas Gerais,-19.9391318,-43.9973472,1962.0,Upper middle income,36274
Faculty Of Engineering Of Resende,-22.4827063,-44.4729386,1998.0,Upper middle income,25076
Faculty Of Engineering Of Sorocaba,43.6576585,-79.3788017,1976.0,Upper middle income,33261
Faculty Of Engineering Of S��O Paulo,-23.5630283,-46.646447,1975.0,Upper middle income,34381
Faculty Of Esp��Rito Santo - Unicape,-20.3109331,-40.314429,2000.0,Upper middle income,25066
Faculty Of Fortaleza,-3.7533643,-38.5252657,2002.0,Upper middle income,22113
Faculty Of Get,43.6609086,-79.3959518,2001.0,Upper middle income,22113
Faculty Of Guaruja,-23.9667831,-46.2807361,1999.0,Upper middle income,25071
Faculty Of Health Sciences Of Serra Talhada,-7.9862957,-38.2905067,2010.0,Upper middle income,31076
Faculty Of Health Sciences Of Una��,-16.3653598,-46.9008115,2008.0,Upper middle income,18476
Faculty Of Health Technology - Iahcs,43.94572,-78.8946973,2010.0,Upper middle income,18487
Faculty Of Higher Education Of Amazon,0.0474325,-51.0607458,2006.0,Upper middle income,18467
Faculty Of Higher Education Of Parana,-25.4250513,-49.2630918,1974.0,Upper middle income,34418
Faculty Of Human And Applied Social Sciences Of Cabo De Santo Agostinho,-8.2758087,-35.0255513,1992.0,Upper middle income,45651
Faculty Of Human And Social Sciences,40.4414537,-79.944784,1973.0,Upper middle income,34454
Faculty Of Human And Social Sciences,40.4414537,-79.944784,2000.0,Upper middle income,25066
Faculty Of Human Sciences Of Crureizo,-23.499247,-46.4522892,2006.0,Upper middle income,18467
Faculty Of Human Sciences Of Curvelo,-18.7547602,-44.4280883,1975.0,Upper middle income,34381
Faculty Of Human Sciences Of Olinda,-8.0517328,-34.9507155,1973.0,Upper middle income,34454
Faculty Of Human Sciences Of Sert��O Central,-8.0685462,-39.1194313,1984.0,Upper middle income,51619
Faculty Of Human Sciences Of The Valley Of Piranga,-23.567754,-46.7187768,1974.0,Upper middle income,55742
Faculty Of Humanities And Social Science Of The Xingu And Amazon,-3.1238011,-51.7793835,2014.0,Upper middle income,13862
Faculty Of Humanities And Social Sciences Of Araripina,-7.5770148,-40.4959421,2006.0,Upper middle income,22556
Faculty Of Humanities Of Itabira,-19.636676,-43.239146,1968.0,Upper middle income,35479
Faculty Of Igarassu,-7.855724,-34.9095537,1998.0,Upper middle income,25076
Faculty Of Industrial Design Of Maua,-23.677263,-46.445211,1975.0,Upper middle income,23821
Faculty Of Integrated Theology,43.6647132,-79.3907334,2005.0,Upper middle income,22114
Faculty Of Island Single,43.7734535,-79.5018684,2000.0,Upper middle income,25066
Faculty Of Jaboticabal,-21.2549208,-48.3175687,2001.0,Upper middle income,17018
Faculty Of Jau,43.7840347,-79.2331848,2007.0,Upper middle income,13377
Faculty Of Jos�� Bonifacio,-21.0694015,-49.6695358,1999.0,Upper middle income,25071
Faculty Of Junqueir��Polis,-21.4953677,-51.4313526,2001.0,Upper middle income,19215
Faculty Of Law And Social Sciences Of Leste De Minas,-20.2422542,-41.9807929,1990.0,Upper middle income,29708
Faculty Of Law Of Counselor Lafaiete,-20.6766777,-43.7935333,1970.0,Upper middle income,57133
Faculty Of Law Of Franca,-20.536797,-47.3916156,1958.0,Upper middle income,50750
Faculty Of Law Of Ipatinga,-19.4700801,-42.5337469,1993.0,Upper middle income,27609
Faculty Of Law Of Itapemirim Cachoeiro,-20.8013679,-41.1573515,1965.0,Upper middle income,31041
Faculty Of Law Of Sorocaba,-23.5060494,-47.4624473,1957.0,Upper middle income,36894
Faculty Of Law Of S��O Bernardo Do Campo,-23.6890299,-46.5579465,1964.0,Upper middle income,58262
Faculty Of Law Of The National Bar Of Lawyers,19.3619945,-99.1962493,1983.0,Upper middle income,13934
Faculty Of Law Of The South Of Minas,-22.2279007,-45.9406004,1969.0,Upper middle income,35438
Faculty Of Law Of The Valley Of The Doce River,-19.6688772,-42.5313457,1969.0,Upper middle income,35438
Faculty Of Law Of Varginha,-21.5605503,-45.4445877,1966.0,Upper middle income,30461
Faculty Of Legal Studies And Management Of Oliveira,-20.6959541,-44.8312175,2004.0,Upper middle income,22113
Faculty Of Luc��Lia,-21.7210345,-51.022458,1972.0,Upper middle income,34492
Faculty Of Lu��S Eduardo Magalh��Es,-12.0834153,-45.7909234,2005.0,Upper middle income,22114
Faculty Of Management Of Seven Ponds,45.5024166,-73.576428,2002.0,Upper middle income,17018
Faculty Of Maringa,-23.4165686,-51.9409453,1996.0,Upper middle income,19992
Faculty Of Medical And Paramedical Sciences Of The State Of Rio De Janeiro,-22.8625345,-43.2234737,1985.0,Upper middle income,31545
Faculty Of Medicine And Health Of Juiz De Fora,-21.8168977,-43.3789439,2002.0,Upper middle income,22113
Faculty Of Medicine Of Abc,-23.6610519,-46.5566194,1969.0,Upper middle income,35438
Faculty Of Medicine Of Barbacena,-21.2174911,-43.7729723,1971.0,Upper middle income,29431
Faculty Of Medicine Of Campos,-21.163319,-47.8542987,1967.0,Upper middle income,35521
Faculty Of Medicine Of Itajub��,-22.435053,-45.457031,1968.0,Upper middle income,35479
Faculty Of Medicine Of Jundiai,-23.2004867,-46.8786233,1968.0,Upper middle income,57256
Faculty Of Medicine Of Marilia,-22.226786,-49.9367549,1967.0,Upper middle income,48848
Faculty Of Medicine Of Minas Gerais,-19.9243007,-43.9294088,1951.0,Upper middle income,37172
Faculty Of Medicine Of Santa Casa De S��O Paulo,-23.541858,-46.6500598,1963.0,Upper middle income,36343
Faculty Of Medicine Of S��O Jos�� Do Rio Preto,-20.8277106,-49.3962832,1974.0,Upper middle income,46481
Faculty Of New Serrana,-21.1992425,-47.6006924,2000.0,Upper middle income,25066
Faculty Of Novo Hamburgo-Ienh Faculty,-29.668795,-51.112067,2007.0,Upper middle income,18471
Faculty Of Olinda,-8.0162554,-34.8493701,1972.0,Upper middle income,34492
Faculty Of Parana,-23.3118667,-51.3897515,1973.0,Upper middle income,34454
Faculty Of Parrot Nozzle,-5.4565923,-47.8900504,2006.0,Upper middle income,18467
Faculty Of Par�� De Minas,-19.8455791,-44.6103401,1976.0,Upper middle income,33261
Faculty Of Pedagogy - Anaec,-22.2411709,-53.3370704,1998.0,Upper middle income,19981
Faculty Of Pedagogy Of Afonso Claudio,-20.0748106,-41.1268648,1999.0,Upper middle income,25071
Faculty Of Philosophy And Humanities Of Goiatuba,-17.9938749,-49.3648963,1988.0,Upper middle income,48877
"Faculty Of Philosophy, Science And Letters Of Alegre",-20.763275,-41.5312319,1967.0,Upper middle income,57315
"Faculty Of Philosophy, Science And Letters Of Alto S��O Francisco",-19.8007721,-45.684137,1974.0,Upper middle income,34418
"Faculty Of Philosophy, Science And Letters Of Boa Esperan��A",-21.0783683,-45.5685898,1973.0,Upper middle income,34454
"Faculty Of Philosophy, Science And Letters Of Cajazeiras",-6.8833421,-38.5627171,1970.0,Upper middle income,35396
"Faculty Of Philosophy, Science And Letters Of Caruaru",-7.1283772,-34.980133,1960.0,Upper middle income,36754
"Faculty Of Philosophy, Science And Letters Of Duque De Caxias",-22.905347,-43.181274,1972.0,Upper middle income,34492
"Faculty Of Philosophy, Science And Letters Of Ibitinga",-21.7527841,-48.8330733,2001.0,Upper middle income,37114
"Faculty Of Philosophy, Science And Letters Of Ituverava",-20.3387302,-47.791923,1971.0,Upper middle income,34530
"Faculty Of Philosophy, Science And Letters Of Maca��",-22.376854,-41.7786516,1973.0,Upper middle income,34454
"Faculty Of Philosophy, Science And Letters Of Mandaguari",-23.5210141,-51.6662925,1966.0,Upper middle income,57378
"Faculty Of Philosophy, Science And Letters Of Pen��Polis",-21.4267646,-50.0704677,1966.0,Upper middle income,35562
Faculty Of Physical Education Of Barra Bonita,-22.4929979,-48.5525655,1972.0,Upper middle income,29393
Faculty Of Physical Education Of The Crist�� De Mo��Os Association Of Sorocaba,-23.5000895,-47.4606957,1971.0,Upper middle income,34530
Faculty Of Pindamonhangaba,-22.9892311,-45.4678421,2002.0,Upper middle income,22113
Faculty Of Pontifical And Civil Theology Of Lima,-12.0836816,-77.0691681,1551.0,Upper middle income,38327
Faculty Of President Epit��Cio,43.6529936,-79.3912166,1998.0,Upper middle income,25076
Faculty Of President Prudente,-22.162115,-51.4085884,2000.0,Upper middle income,25066
Faculty Of President Venceslau,-21.8773542,-51.8540385,1972.0,Upper middle income,34492
Faculty Of Realaza,43.7734535,-79.5018684,2001.0,Upper middle income,22113
Faculty Of Recife,-8.080184,-34.9084729,2002.0,Upper middle income,22113
Faculty Of Rehabilitation Of The Asce,-22.8768671,-43.2625521,1977.0,Upper middle income,33229
Faculty Of Rond��Nia,43.6576585,-79.3788017,1988.0,Upper middle income,29745
Faculty Of Sabar��,-19.8908689,-43.8254459,1998.0,Upper middle income,25076
Faculty Of Saint Benedict Of Rio De Janeiro,-22.8969941,-43.178014,1921.0,Upper middle income,38614
Faculty Of Saint Catherine,43.7840347,-79.2331848,2002.0,Upper middle income,22113
Faculty Of Santos Dumont,-21.458935,-43.5518307,1995.0,Upper middle income,27586
Faculty Of Science And Letters Of Bragan��A Paulista,-22.9581057,-46.5418911,1967.0,Upper middle income,35521
Faculty Of Science And Technology Of Birigui,-21.2867459,-50.3393944,1985.0,Upper middle income,51580
Faculty Of Science And Technology Of Una��,-16.3561248,-46.901596,1997.0,Upper middle income,25082
Faculty Of Science And Technology Salvador,-12.9362914,-38.3922414,2004.0,Upper middle income,22113
Faculty Of Science Of Bahia,-12.9632797,-38.5006793,2005.0,Upper middle income,22114
Faculty Of Science Of The Foundation Technological Institute Of Osasco,-23.5374032,-46.7908711,1968.0,Upper middle income,36236
"Faculty Of Science, Education And Theology Of The North Of Brazil",2.8150123,-60.7043925,2000.0,Upper middle income,25066
Faculty Of Second Of July,-12.9926897,-38.5165029,2000.0,Upper middle income,25066
Faculty Of Selfiria,43.7734535,-79.5018684,2000.0,Upper middle income,25066
Faculty Of Social Sciences Of Northern Guarant��,-9.959351,-54.9095,1999.0,Upper middle income,25071
Faculty Of Social Sciences Of Palmares,-8.6651935,-35.5684557,2003.0,Upper middle income,28629
Faculty Of Social Services Of S��O Caetano Do Sul,-23.6123135,-46.5698078,1966.0,Upper middle income,35562
Faculty Of Social Services Of S��O Paulo,-23.5291494,-46.6581249,1940.0,Upper middle income,32581
Faculty Of Southern Jandaia,-23.5971341,-51.6496593,1966.0,Upper middle income,35562
Faculty Of Sustainable Development Of Cruzeiro Do Sul - Ieval,-7.628985,-72.6744435,2002.0,Upper middle income,17018
Faculty Of S��O Bernardo Do Campo,-23.713022,-46.5479549,1971.0,Upper middle income,34530
Faculty Of S��O Paulo,-22.4118468,-49.8235774,2008.0,Upper middle income,18476
Faculty Of Technology And Sciences Of Pernambuco,43.0028367,-78.7875948,2001.0,Upper middle income,22113
Faculty Of Technology Of Alagoas,-9.6156004,-35.7180838,2002.0,Upper middle income,22113
Faculty Of Technology Of Americana,-22.7396868,-47.3501613,1986.0,Upper middle income,48932
Faculty Of Technology Of Big Beach,-22.8625345,-43.2234737,2002.0,Upper middle income,37115
Faculty Of Technology Of Guaratinguet��,-22.7860717,-45.1814308,1994.0,Upper middle income,27597
Faculty Of Technology Of Ourinhos,-22.9507677,-49.8961666,1991.0,Upper middle income,27632
Faculty Of The City Of Coromandel,-18.4989395,-47.2093714,2000.0,Upper middle income,25066
Faculty Of The City Of Ducks De Minas,-18.5982957,-46.5150621,2005.0,Upper middle income,22114
Faculty Of The City Of Jo��O Pinheiro,-17.7344527,-46.1903146,2002.0,Upper middle income,22113
Faculty Of The City Of Macei��,-9.6102761,-35.7395148,2002.0,Upper middle income,22113
Faculty Of The City Of Santa Luzia,-19.7827968,-43.8573226,2000.0,Upper middle income,25066
Faculty Of The Educational Foundation Of Ara��Atuba,-21.195333,-50.4376124,1989.0,Upper middle income,29726
Faculty Of The Immigrants,-29.168918,-51.177629,2002.0,Upper middle income,22113
Faculty Of The Interior Of The State Of S��O Paulo,-22.4929979,-48.5525655,2001.0,Upper middle income,17018
Faculty Of The Lakes Region,-22.8834486,-42.0301825,1979.0,Upper middle income,33167
Faculty Of The Mundial Foundation,-22.8908991,-43.3452092,2009.0,Upper middle income,18482
Faculty Of The Nautical Club Of Mogi Das Cruzes,-23.5163993,-46.2015647,1972.0,Upper middle income,34492
Faculty Of The North New Region Of Apucarana,-23.5076251,-51.4247136,2001.0,Upper middle income,22113
Faculty Of The People,43.6609086,-79.3959518,2009.0,Upper middle income,18482
