University,latitude,longitude,Foundedin,incomegroup,private01,Number of Student
Hassan I University,33.028949,-7.615719,1997.0,Lower middle income,0.0,130524.0
Hassan Ii Institute Of Agronomy And Veterinary Medicine,33.9764046,-6.8666858,1966.0,Lower middle income,0.0,53406.0
Hassan Ii University Of Casablanca - Advanced Technical Teacher Training College Of Mohammedia,33.7046767,-7.3604533,1985.0,Lower middle income,0.0,193495.0
Hassiba Ben Bouali University Of Chlef,36.2247139,1.2413742,1983.0,Lower middle income,0.0,83667.0
Hatay Mustafa Kemal University,36.2184955,36.1610081,1992.0,Upper middle income,0.0,93829.0
Hawaii Pacific University,21.3071297,-157.8621851,1965.0,High income,1.0,63859.0
Hawassa University,7.0510504,38.4969875,2000.0,Low income,0.0,108990.0
Hawk University Of Applied Sciences And Arts,51.5576494,9.9557493,1971.0,High income,0.0,50872.0
Hebei Academy Of Fine Arts,38.344832,114.719674,2002.0,Upper middle income,1.0,33155.0
Hebei Finance University,38.919755,115.500112,1952.0,Upper middle income,0.0,43708.0
Hebei Geo University,38.019724,114.548111,1953.0,Upper middle income,0.0,66140.0
Hebei Institute Of Architecture,40.75969,114.899126,1950.0,Upper middle income,0.0,73491.0
Hebei Institute Of Communications,38.152425,114.457931,2000.0,Upper middle income,1.0,47955.0
Hebei Medical University,38.045598,114.535302,1894.0,Upper middle income,0.0,113991.0
Hebei Normal University,37.99808,114.51859,1902.0,Upper middle income,0.0,178573.0
Hebei Normal University For Nationalities,37.99808,114.51859,1907.0,Upper middle income,0.0,60138.0
Hebei Normal University Of Science And Technology,39.910004,119.547954,1941.0,Upper middle income,0.0,82676.0
Hebei North University,40.7698743,114.8786903,2003.0,Upper middle income,0.0,70347.0
Hebei University,38.873378,115.516758,1921.0,Upper middle income,0.0,217246.0
Hebei University Of Chinese Medicine,37.93753,114.46706,1956.0,Upper middle income,0.0,56934.0
Hebei University Of Engineering,36.569924,114.500288,2003.0,Upper middle income,0.0,67572.0
Hebei University Of Science And Technology,37.9763587,114.5212977,1996.0,Upper middle income,0.0,62942.0
Hebei University Of Technology,39.179635,117.165882,1903.0,Upper middle income,1.0,130361.0
Hebron University,31.5500095,35.0939252,1971.0,Lower middle income,0.0,37251.0
Hechi University,24.498464,108.660243,1951.0,Upper middle income,0.0,40766.0
Hefei Normal University,31.85563,117.276264,1955.0,Upper middle income,0.0,57243.0
Hefei University,31.8405068,117.2638057,1980.0,Upper middle income,0.0,86497.0
Hefei University Of Technology,31.847443,117.295572,1945.0,Upper middle income,0.0,138012.0
Heidelberg University,49.4190991,8.6702507,1386.0,High income,0.0,297295.0
Heidelberg University - Heidelberg College For Jewish Studies,49.4100151,8.7015457,1979.0,High income,1.0,36169.0
Heidelberg University Of Education,49.4190991,8.6702507,1904.0,High income,0.0,40923.0
Heilbronn University Of Applied Sciences,49.121798,9.2114129,1961.0,High income,0.0,46171.0
Heilongjiang Baby Agricultural University,46.588507,125.163144,1958.0,Upper middle income,0.0,56819.0
Heilongjiang East University,45.687,126.61778,1992.0,Upper middle income,1.0,37555.0
Heilongjiang Institute Of Science And Technology,45.820524,126.652258,1981.0,Upper middle income,0.0,43329.0
Heilongjiang Institute Of Technology,45.7849064,126.6845752,1952.0,Upper middle income,0.0,45671.0
Heilongjiang International University,45.857786,126.550225,1992.0,Upper middle income,1.0,37555.0
Heilongjiang University,45.687,126.61778,1941.0,Upper middle income,0.0,129613.0
Heilongjiang University Of Chinese Medicine,45.725138,126.64942,1954.0,Upper middle income,0.0,36364.0
Heilongjiang University Of Finance And Economics,45.876617,126.490886,1999.0,Upper middle income,1.0,35066.0
Heinrich Heine University Dusseldorf,51.1913404,6.7940893,1907.0,High income,0.0,192582.0
Helderberg College,-34.0493035,18.8424972,1893.0,Upper middle income,1.0,30292.0
Hellenic Open University,38.206531,21.767111,1992.0,High income,0.0,87733.0
Helwan University,29.866533,31.3185978,1975.0,Lower middle income,0.0,505132.0
Hemchandracharya North Gujarat University,23.8595527,72.1343738,1986.0,Lower middle income,0.0,339449.0
Hemwati Nandan Bahuguna Garhwal University,30.2278191,78.8035453,1973.0,Lower middle income,0.0,767381.0
Henan Agricultural University,34.7854718,113.6632032,1902.0,Upper middle income,0.0,100782.0
Henan Institute Of Engineering,34.793857,113.63882,2007.0,Upper middle income,0.0,73116.0
Henan Institute Of Science And Technology,35.46411,113.767222,1939.0,Upper middle income,0.0,398180.0
Henan Institute Of Technology,35.30441,113.954657,1975.0,Upper middle income,0.0,59747.0
Henan Normal University,35.3268663,113.9159103,1923.0,Upper middle income,0.0,165359.0
Henan Polytechnic University,35.241085,113.234217,1909.0,Upper middle income,0.0,146986.0
Henan University,34.808921,114.369752,1912.0,Upper middle income,0.0,1755315.0
Henan University Minsheng College,34.808921,114.369752,2003.0,Upper middle income,1.0,41444.0
Henan University Of Animal Husbandry And Economy,34.804288,113.811778,2013.0,Upper middle income,0.0,58772.0
Henan University Of Economics And Law,34.803288,113.663984,2010.0,Upper middle income,0.0,81784.0
Henan University Of Science And Technology,34.603664,112.422678,1952.0,Upper middle income,0.0,130449.0
Henan University Of Technology,34.829495,113.551715,1959.0,Upper middle income,0.0,145373.0
Henan University Of Traditional Chinese Medicine,34.763376,113.700972,1955.0,Upper middle income,0.0,74054.0
Henan University Of Urban Construction,33.769448,113.189162,2000.0,Upper middle income,0.0,75389.0
Henderson State University,34.1308101,-93.0591234,1890.0,High income,0.0,51492.0
Hengshui University,37.743498,115.662372,1923.0,Upper middle income,0.0,53390.0
Hengyang Normal University,26.8754955,112.653726,1904.0,Upper middle income,0.0,73062.0
Heriot-Watt University,55.9111604,-3.3216711,1821.0,High income,0.0,127362.0
Hermilio Valdiz��N National University,-9.9492894,-76.2503248,1964.0,Upper middle income,0.0,69157.0
Herm��Nio Ometto De Arararas University Center,-22.3759215,-47.3700294,1973.0,Upper middle income,1.0,34454.0
Hetao College,40.768772,107.435543,1985.0,Upper middle income,0.0,50176.0
Hexi University,38.943854,100.4447198,1941.0,Upper middle income,0.0,53423.0
Heze University,35.270752,115.46599,1949.0,Upper middle income,0.0,91260.0
Hezhou University,24.413347,111.51714,1943.0,Upper middle income,0.0,80252.0
Higher College Of Antioquia,6.2732224,-75.5920184,1945.0,Upper middle income,0.0,43838.0
Higher College Of Cauca,2.4409944,-76.6048862,1967.0,Upper middle income,0.0,41651.0
Higher College Of Music Of Tolima,4.4436252,-75.2443163,1909.0,Upper middle income,0.0,38034.0
Higher Education Center Of Catalan,-18.1664447,-47.9194145,1984.0,Upper middle income,1.0,31569.0
Higher Education Center Of Juiz De Fora,-21.7729114,-43.347073,1972.0,Upper middle income,1.0,34492.0
Higher Education Center Of Valencia,-22.2436542,-43.7099456,1966.0,Upper middle income,1.0,35562.0
Higher Education Centre Of Arcoverde,-8.4118365,-37.0687216,1969.0,Upper middle income,0.0,57192.0
Higher Education Centre Of The San Francisco Valley,-8.7674713,-38.9547299,1984.0,Upper middle income,0.0,51619.0
Higher Education Foundation Of Olinda,-8.0068866,-34.8413336,1971.0,Upper middle income,1.0,34530.0
Higher Institute Of Applied Sciences And Technology,33.5547759,36.3165897,1983.0,Low income,0.0,161772.0
Higher Institute Of Business Administration,33.5493125,36.3058052,2001.0,Low income,0.0,126629.0
Higher Institute Of International Business Education And Research,19.398642,-99.0980917,1979.0,Upper middle income,1.0,34015.0
Higher School Of Advertising And Marketing,-23.5898948,-46.6399589,1951.0,Upper middle income,1.0,51810.0
Higher School Of Management And Banking In Poznan,52.3944118,16.9162178,1992.0,High income,1.0,102012.0
Higher School Of Theatre (Institute) Named After M.S. Shchepkin,55.760508,37.621054,1809.0,Upper middle income,0.0,50627.0
Higher Teacher Training School In Physical Education Of Jalisco,20.698026,-103.3904193,1977.0,Upper middle income,0.0,37094.0
"Higher Teacher Training School Of Ciudad Madero, A.C.",19.4985333,-99.2071911,1979.0,Upper middle income,1.0,34015.0
Higher Teacher Training School Of Jalisco,20.7121875,-103.3354594,1973.0,Upper middle income,0.0,40277.0
Higher Teacher Training School Of La Laguna,25.5519942,-103.4880261,1974.0,Upper middle income,1.0,34682.0
Higher Teacher Training School Of Tamaulipas,23.7197503,-99.1284593,1969.0,Upper middle income,1.0,35249.0
Higher Teacher Training School Of The State Of Chiapas,16.7776147,-93.1131722,1972.0,Upper middle income,0.0,38130.0
Higher Teacher Training School Of The State Of Coahuila,43.7340603,-79.4220888,1944.0,Upper middle income,0.0,40636.0
Higher Teacher Training School Of The State Of Mexico,19.2795851,-99.6679151,1967.0,Upper middle income,0.0,54424.0
Higher Teacher Training School Of The State Of Puebla,19.0440759,-98.2081807,1984.0,Upper middle income,0.0,35937.0
Higher Technological Institute Of Acayuc��N,18.0439836,-94.9225346,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Apatzing��N,19.0934924,-102.4057331,1994.0,Upper middle income,0.0,32596.0
Higher Technological Institute Of Arandas,20.6909582,-102.3603718,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Atlixco,18.9214702,-98.4221578,1998.0,Upper middle income,0.0,30548.0
Higher Technological Institute Of Cajeme,27.528326,-109.924057,1997.0,Upper middle income,0.0,30555.0
Higher Technological Institute Of Cananea,31.2925899,-110.949479,1991.0,Upper middle income,0.0,32634.0
Higher Technological Institute Of Chapala,20.7017071,-103.4730243,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Ciudad Acu��A,29.3479126,-101.0188727,1998.0,Upper middle income,0.0,30548.0
Higher Technological Institute Of Ciudad Serd��N,18.9986665,-97.462792,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of Coatzacoalcos,18.137808,-94.522517,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of Comalcalco,18.2949832,-93.2190859,1994.0,Upper middle income,0.0,32596.0
Higher Technological Institute Of Cosamaloap��N,18.3533187,-95.8109897,1998.0,Upper middle income,0.0,30548.0
Higher Technological Institute Of Felipe Carrillo Puerto,19.582993,-88.0300862,1997.0,Upper middle income,0.0,30555.0
Higher Technological Institute Of Fresnillo,23.1999547,-102.8612351,1994.0,Upper middle income,0.0,32596.0
Higher Technological Institute Of Huauchinango,20.16193,-98.0422321,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Huichap��N,20.3194241,-99.7083106,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of Lagos De Moreno,21.3163915,-101.9114968,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Lerdo,25.5011835,-103.551441,1995.0,Upper middle income,0.0,32584.0
Higher Technological Institute Of Libres,19.4589089,-97.6787894,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Los Mochis,25.7987224,-108.973945,1985.0,Upper middle income,1.0,33230.0
Higher Technological Institute Of Macuspana,17.777563,-92.6084241,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Monclova,26.944868,-101.4038696,1996.0,Upper middle income,0.0,30563.0
Higher Technological Institute Of Motul,21.1097154,-89.2727964,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Nochistl��N,21.3722834,-102.8685844,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of North Zacatecas,22.7757644,-102.627005,1991.0,Upper middle income,0.0,32634.0
Higher Technological Institute Of Osorio Acatl��N,18.2248389,-98.0387735,1997.0,Upper middle income,0.0,30555.0
Higher Technological Institute Of Poza Rica,20.5379343,-97.4278275,1998.0,Upper middle income,0.0,30548.0
Higher Technological Institute Of Progreso,21.2782717,-89.6522563,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Puerto Pe��Asco,31.3433565,-113.5086179,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Puerto Vallarta,20.7083034,-105.2854232,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of P��Nuco,22.0396114,-98.1910012,1997.0,Upper middle income,0.0,30555.0
Higher Technological Institute Of R��Overde,21.8868614,-99.9787426,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of San Andr��S Tuxtla,18.4358713,-95.1693892,1993.0,Upper middle income,0.0,32608.0
Higher Technological Institute Of Santiago Papasquiaro,25.165009,-104.553467,1995.0,Upper middle income,0.0,32584.0
Higher Technological Institute Of Sinaola,24.7946373,-107.4135148,1989.0,Upper middle income,1.0,32307.0
Higher Technological Institute Of South Zacatecas,22.7757644,-102.627005,1992.0,Upper middle income,0.0,32621.0
Higher Technological Institute Of Tamazunchale,21.2753765,-98.7494635,1997.0,Upper middle income,0.0,30555.0
Higher Technological Institute Of Tantoyuca,21.3333772,-98.2197398,1995.0,Upper middle income,0.0,32584.0
Higher Technological Institute Of Tepeaca,18.9382157,-97.9155458,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Teziutl��N,19.8828239,-97.3934936,1993.0,Upper middle income,0.0,32608.0
Higher Technological Institute Of The Costa Chica,17.5607081,-98.5654306,1990.0,Upper middle income,0.0,34515.0
Higher Technological Institute Of The East Of The State Of Hidalgo,19.728796,-98.467547,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of The Mountain,17.5607081,-98.5654306,1991.0,Upper middle income,0.0,32634.0
Higher Technological Institute Of The Sierra Norte Of Puebla,19.9592665,-97.9685238,1993.0,Upper middle income,0.0,32608.0
Higher Technological Institute Of The Sierra Region,17.546522,-92.9112217,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of The South Of Guanajuato,20.1394083,-101.1507207,1998.0,Upper middle income,0.0,30548.0
Higher Technological Institute Of The South Of The State Of Yucatan,21.0124706,-89.6221622,1998.0,Upper middle income,0.0,30548.0
Higher Technological Institute Of The West Of The State Of Hidalgo,19.728796,-98.467547,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Tierra Blanca,18.4359994,-96.3439701,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of Uruap��N,19.4755474,-102.0729762,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of Valladolid,20.7219368,-88.1968652,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Western Zacatecas,23.651613,-103.634034,2000.0,Upper middle income,0.0,30532.0
Higher Technological Institute Of Xalapa,19.502649,-96.8801423,1998.0,Upper middle income,0.0,30548.0
Higher Technological Institute Of Zapopan,20.7017071,-103.4730243,1999.0,Upper middle income,0.0,30540.0
Higher Technological Institute Of ��Lamo Temapache,20.9105131,-97.6805156,2000.0,Upper middle income,0.0,30532.0
Highschool Gent,51.0525569,3.7281802,1995.0,High income,0.0,81830.0
Himachal Pradesh University,31.1110365,77.1393647,1970.0,Lower middle income,0.0,464479.0
Hirosaki University,40.5897106,140.4729254,1949.0,High income,0.0,65858.0
Hiroshima Shudo University,34.433687,132.4039778,1952.0,High income,1.0,64593.0
Hiroshima University,34.3991292,132.7140406,1949.0,High income,0.0,172514.0
Hiroshima University Of Economics,34.4468304,132.4564716,1907.0,High income,1.0,42401.0
Hitotsubashi University,35.6944035,139.4454577,1875.0,High income,0.0,62317.0
Hits University,41.0520861,29.0106553,2006.0,Upper middle income,0.0,38163.0
Ho Chi Minh City Open University,10.776294,106.6903588,1990.0,Lower middle income,0.0,157411.0
Ho Chi Minh City University Of Culture,10.8054951,106.7309092,1976.0,Lower middle income,0.0,38327.0
Ho Chi Minh City University Of Education,10.761394,106.6821834,1957.0,Lower middle income,0.0,42643.0
